modemmanager 1.20.6-2
modemmanager-qt5 5.110.0-1
mold 2.2.0-1
mpc 0.34-3
mpd 0.23.13-3
mpdecimal 2.5.1-1
mpfr 4.2.1-1
mpg123 1.32.2-1
mpv 1:0.36.0-1
msgpack-c 5.0.0-1
mtdev 1.1.6-2
mtools 1:4.0.43-1
mujs 1.3.3-1
multipath-tools 0.9.6-1
nasm 2.16.01-1
nawk 20230914-1
ncurses 6.4_20230520-1
ndctl 76.1-1
neofetch 7.1.0-2
neon 0.32.5-2
neovim 0.9.2-1
netavark 1.7.0-1
nethogs 0.8.7-1
netpbm 10.73.43-2
nettle 3.9.1-1
network-manager-applet 1.32.0-3
networkmanager 1.44.0-1
networkmanager-openvpn 1.10.2-3
nfsidmap 2.6.3-1
nftables 1:1.0.8-2
ninja 1.11.1-3
nm-connection-editor 1.32.0-3
node-gyp 9.4.0-1
nodejs 20.8.0-1
nodejs-nopt 7.2.0-1
noto-fonts 1:23.10.1-1
noto-fonts-emoji 20220920-1
npm 10.1.0-1
npth 1.6-4
nspr 4.35-1
nss 3.93-1
ntfs-3g 2022.10.3-1
ntp 4.2.8.p17-1
numactl 2.0.16-1
nushell 0.85.0-1
nvidia 535.113.01-2
nvidia-container-runtime 3.13.1-4
nvidia-container-toolkit 1.13.5-1
nvidia-settings 535.113.01-1
nvidia-utils 535.113.01-2
nvtop 3.0.2-1
obs-studio 29.1.3-1
obsidian 1.4.14-1
ocl-icd 2.3.2-1
okteta 1:0.26.13-2
okular 23.08.1-1
onetbb 2021.10.0-1
onevpl 2023.3.1-1
oniguruma 6.9.8-1
ookla-speedtest-bin 1.2.0-1
openal 1.23.1-1
openbsd-netcat 1.225_1-1
opencl-headers 2:2023.04.17-2
opencl-nvidia 535.113.01-2
opencore-amr 0.1.6-1
opencv 4.8.1-1
openexr 3.2.1-1
openjpeg2 2.5.0-3
openmpi 4.1.5-5
openpmix 4.2.6-1
openssh 9.4p1-4
openssl 3.1.3-1
openssl-1.1 1.1.1.w-1
openvpn 2.6.6-1
opus 1.4-1
opusfile 0.12-3
orc 0.4.34-1
os-prober 1.81-1
osinfo-db 20230518-1
ostree 2023.6-3
osync v1.2.r3.c55b39c-1
otf-ipaexfont 004.01-3
p11-kit 0.25.0-2
pacman 6.0.2-8
pacman-contrib 1.9.1-1
pacman-mirrorlist 20230820-1
pahole 1:1.25-4
pam 1.5.3-3
pambase 20230918-1
pango 1:1.50.14-1
pangomm 2.46.3-1
papirus-icon-theme 20230901-1
parted 3.6-1
patch 2.7.6-10
patchelf 0.18.0-1
pavucontrol 1:5.0+r64+geba9ca6-1
pciutils 3.10.0-1
pcmanfm 1.3.2-1
pcre 8.45-4
pcre2 10.42-2
pcsclite 2.0.0-1
perl 5.38.0-1
perl-alien-build 2.80-2
perl-alien-libxml2 0.19-2
perl-autovivification 0.18-9
perl-b-hooks-endofscope 0.26-2
perl-business-isbn 3.008-2
perl-business-isbn-data 20230516.001-2
perl-business-ismn 1.203-2
perl-business-issn 1.005-2
perl-capture-tiny 0.48-7
perl-class-accessor 0.51-3
perl-class-data-inheritable 0.09-4
perl-class-inspector 1.36-6
perl-class-load 0.25-3
perl-class-singleton 1.6-2
perl-clone 0.46-2
perl-data-compare 1.29-2
perl-data-dump 1.25-4
perl-data-optlist 0.114-2
perl-data-uniqid 0.12-11
perl-datetime 1.59-2
perl-datetime-calendar-julian 0.107-2
perl-datetime-format-builder 1:0.83-4
perl-datetime-format-strptime 1.79-2
perl-datetime-locale 1.39-1
perl-datetime-timezone 2.60-1
perl-devel-stacktrace 2.04-3
perl-dist-checkconflicts 0.11-9
perl-encode-locale 1.05-11
perl-error 0.17029-5
perl-eval-closure 0.14-9
perl-exception-class 1.45-3
perl-exporter-tiny 1.006002-2
perl-ffi-checklib 0.31-3
perl-file-chdir 0.1011-5
perl-file-find-rule 0.34-10
perl-file-listing 6.16-2
perl-file-sharedir 1.118-3
perl-file-sharedir-install 0.14-2
perl-file-slurp-tiny 0.004-9
perl-file-slurper 0.014-2
perl-file-which 1.27-3
perl-html-parser 3.81-2
perl-html-tagset 3.20-14
perl-http-cookiejar 0.014-1
perl-http-cookies 6.10-4
perl-http-daemon 6.16-2
perl-http-date 6.06-1
perl-http-message 6.44-2
perl-http-negotiate 6.01-12
perl-io-html 1.004-4
perl-io-socket-ssl 2.083-2
perl-io-string 1.08-12
perl-ipc-run3 0.048-11
perl-libwww 6.72-1
perl-lingua-translit 0.29-2
perl-list-allutils 0.19-2
perl-list-moreutils 0.430-4
perl-list-moreutils-xs 0.430-4
perl-list-someutils 0.59-2
perl-list-utilsby 0.12-2
perl-log-log4perl 1.57-2
perl-lwp-mediatypes 6.04-4
perl-lwp-protocol-https 6.10-5
perl-mailtools 2.21-7
perl-math-round 0.07-5
perl-mime-charset 1.013.1-2
perl-module-implementation 0.09-9
perl-module-runtime 0.016-3
perl-mozilla-ca 20230821-1
perl-mro-compat 0.15-2
perl-namespace-autoclean 0.29-5
perl-namespace-clean 0.27-9
perl-net-http 6.23-2
perl-net-ssleay 1.92-3
perl-number-compare 0.03-13
perl-package-deprecationmanager 0.18-2
perl-package-stash 0.40-3
perl-package-stash-xs 0.30-2
perl-params-util 1.102-4
perl-params-validate 1.31-2
perl-params-validationcompiler 0.31-2
perl-parse-recdescent 1.967015-3
perl-parse-yapp 1.21-6
perl-path-tiny 0.144-2
perl-perlio-utf8-strict 0.010-2
perl-regexp-common 2017060201-6
perl-role-tiny 2.002004-4
perl-sort-key 1.33-12
perl-specio 0.48-1
perl-sub-exporter 0.990-2
perl-sub-exporter-progressive 0.001013-9
perl-sub-identify 0.14-11
perl-sub-install 0.928-9
perl-test-fatal 0.017-2
perl-text-bibtex 0.89-2
perl-text-csv 2.03-1
perl-text-glob 0.11-10
perl-text-roman 3.5-10
perl-tie-cycle 1.227-2
perl-timedate 2.33-5
perl-try-tiny 0.31-3
perl-unicode-linebreak 2019.001-6
perl-uri 5.20-1
perl-variable-magic 0.63-2
perl-www-robotrules 6.02-12
perl-xml-libxml 2.0209-1
perl-xml-libxml-simple 1.01-2
perl-xml-libxslt 2.002001-2
perl-xml-namespacesupport 1.12-5
perl-xml-parser 2.46-5
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-5
perl-xml-sax-expat 0.51-7
perl-xml-simple 2.25-8
perl-xml-writer 0.900-2
phodav 3.0-2
phonon-qt5 4.11.1-3
phonon-qt5-gstreamer 4.10.0-4
picom-git 1644_Next.82.g6555703_2021.11.08-1
pinentry 1.2.1-2
piper 0.7-2
pipewire 1:0.3.80-1
pixman 0.42.2-1
pkcs11-helper 1.29.0-2
pkgconf 1.8.1-1
playerctl 2.4.1-3
podman 4.6.2-1
polkit 123-1
polkit-gnome 0.105-10
polkit-qt5 0.114.0-1
polybar 3.6.3-3
popcorntime-bin 0.4.9-1
poppler 23.08.0-1
poppler-data 0.4.12-1
poppler-glib 23.08.0-1
poppler-qt5 23.08.0-1
popt 1.19-1
portaudio 1:19.7.0-2
postgresql 15.4-2
postgresql-libs 15.4-2
potrace 1.16-2
powerline-common 2.8.3-2
powerline-fonts 2.8.3-2
ppp 2.5.0-1
pre-commit 3.4.0-1
prettier 3.0.3-1
procps-ng 4.0.4-2
protobuf 24.3-1
protobuf-c 1.4.1-4
protonvpn-cli-community 2.2.11-2
psensor 1.2.1-4
psmisc 23.6-1
publicsuffix-list 20230222.1337.ab05301-1
pulseaudio 16.1-6
pulseaudio-qt 1.3-1
purpose5 5.110.0-1
pybind11 2.11.1-1
pycharm-community-edition 2023.1.3-1
pyenv 1:2.3.27-1
python 3.11.5-2
python-aiohttp 3.8.5-1
python-aioquic 0.9.21-1
python-aiosignal 1.3.1-4
python-aniso8601 9.0.1-5
python-annotated-types 0.5.0-1
python-anytree 2.9.0-1
python-apipkg 3.0.1-3
python-appdirs 1.4.4-9
python-argcomplete 2.0.0-2
python-asgiref 3.7.2-1
python-asn1crypto 1.5.1-2
python-astroid 2.15.6-1
python-asttokens 2.4.0-1
python-async-timeout 4.0.3-1
python-attrs 22.2.0-3
python-autocommand 2.2.2-4
python-babel 2.12.1-1
python-backcall 0.2.0-8
python-bcrypt 4.0.1-3
python-beaker 1.12.0-3
python-beautifulsoup4 4.12.2-1
python-bidict 0.22.1-2
python-black 23.7.0-1
python-blinker 1.6.2-1
python-brotli 1.1.0-1
python-build 1.0.1-1
python-cachecontrol 1:0.13.1-1
python-cached-property 1.5.2-6
python-cachetools 5.3.1-1
python-cachy 0.3.0-9
python-cairo 1.24.0-1
python-certifi 2023.07.22-1
python-cffi 1.15.1-4
python-cfgv 3.4.0-1
python-chardet 5.2.0-1
python-charset-normalizer 3.2.0-1
python-cheroot 9.0.0-5
python-cherrypy 18.8.0-3
python-cleo 2.0.1-4
python-click 8.1.7-1
python-colorama 0.4.6-2
python-colorlog 6.7.0-2
python-comm 0.1.4-1
python-commonmark 0.9.1-9
python-contextlib2 21.6.0-2
python-contourpy 1.1.1-1
python-coverage 6.5.0-5
python-crashtest 0.4.1-2
python-cryptography 41.0.4-1
python-cycler 0.11.0-3
python-dateutil 2.8.2-5
python-debugpy 1.8.0-1
python-decorator 5.1.1-3
python-dill 0.3.7-1
python-distlib 0.3.7-1
python-distro 1.8.0-3
python-dnspython 1:2.3.0-3
python-docker 6.1.3-1
python-docker-pycreds 0.4.0-10
python-dockerpty 0.4.1-10
python-docopt 0.6.2-12
python-docutils 1:0.20.1-1
python-dotenv 1.0.0-2
python-dulwich 0.21.6-2
python-elasticsearch 7.9.0-3
python-engineio 4.4.1-2
python-entrypoints 0.4-3
python-evdev 1.6.1-2
python-eventlet 0.33.3-2
python-exceptiongroup 1.1.3-2
python-executing 2.0.0-1
python-fastjsonschema 2.18.0-1
python-feedparser 6.0.10-3
python-filelock 3.12.4-1
python-flask 2.3.3-1
python-flask-compress 1.14-1
python-flask-restful 0.3.9-5
python-flask-socketio 5.3.6-1
python-fonttools 4.43.0-1
python-frozenlist 1.4.0-1
python-future 0.18.3-2
python-gevent 22.10.2-3
python-gevent-websocket 0.10.1-9
python-gnupg 0.5.1-1
python-gobject 3.46.0-1
python-google-api-core 2.11.0-2
python-google-api-python-client 2.88.0-1
python-google-auth 2.19.0-1
python-google-auth-httplib2 0.1.0-5
python-googleapis-common-protos 1.60.0-1
python-greenlet 2.0.2-4
python-h11 0.14.0-2
python-h2 4.1.0-3
python-hpack 4.0.0-4
python-html2text 2020.1.16-9
python-html5lib 1.1-12
python-httplib2 0.22.0-4
python-hyperframe 6.0.1-4
python-identify 2.5.29-1
python-idna 3.4-3
python-imagesize 1.4.1-4
python-importlib-metadata 5.0.0-5
python-inflect 7.0.0-2
python-iniconfig 2.0.0-4
python-injector 0.21.0-1
python-installer 0.7.0-3
python-ipykernel 6.25.2-1
python-isodate 0.6.1-3
python-isort 5.12.0-2
python-itsdangerous 2.1.2-3
python-jaraco.classes 3.3.0-1
python-jaraco.collections 3.5.2-3
python-jaraco.context 4.3.0-3
python-jaraco.functools 3.9.0-1
python-jaraco.text 3.11.1-3
python-jedi 0.19.0-1
python-jeepney 0.8.0-2
python-jinja 1:3.1.2-4
python-joblib 1.3.1-1
python-jsonpointer 2.4-1
python-jsonschema 4.19.1-1
python-jsonschema-specifications 2023.7.1-1
python-jupyter-client 8.3.1-1
python-jupyter-core 5.3.2-1
python-kaitaistruct 0.10-2
python-keyring 24.2.0-1
python-kiwisolver 1.4.5-1
python-lark-parser 1.1.7-2
python-lazy-object-proxy 1.9.0-3
python-ldap3 2.9.1-4
python-lockfile 0.12.2-12
python-logutils 0.3.5-12
python-lxml 4.9.2-3
python-mako 1.2.4-3
python-markdown 3.4.4-1
python-markdown-it-py 3.0.0-1
python-markupsafe 2.1.3-1
python-matplotlib 3.8.0-1
python-matplotlib-inline 0.1.6-4
python-mccabe 0.7.0-5
python-mdurl 0.1.2-4
python-mimeparse 1.6.0-11
python-mitmproxy-rs 0.3.0-1
python-mitmproxy-wireguard 0.1.23-1
python-mock 3.0.5-11
python-more-itertools 10.1.0-1
python-msgpack 1.0.5-1
python-multidict 6.0.4-2
python-mypy_extensions 1.0.0-3
python-nest-asyncio 1.5.8-1
python-nodeenv 1.8.0-1
python-nose 1.3.7-15
python-nox 2023.04.22-1
python-nspektr 0.4.0-3
python-numpy 1.26.0-3
python-onnx 1:1.14.1-1
python-ordered-set 4.1.0-4
python-packaging 23.1-1
python-paramiko 2.11.1-3
python-parso 1:0.8.3-2
python-passlib 1.7.4-6
python-pathspec 0.11.2-1
python-pbr 5.11.1-5
python-pecan 1.4.2-3
python-peewee 3.16.3-1
python-pexpect 4.8.0-7
python-pickleshare 0.7.5-9
python-pillow 10.0.1-1
python-pip 23.2.1-1
python-pipx 1.2.0-1
python-pkgconfig 1.5.5-5
python-pkginfo 1.9.6-2
python-platformdirs 3.10.0-1
python-pluggy 1.3.0-1
python-ply 3.11-12
python-poetry 1.6.1-2
python-poetry-core 1.7.0-1
python-poetry-plugin-export 1.3.0-3
python-pooch 1.7.0-4
python-portend 3.1.0-3
python-prettytable 3.7.0-1
python-prompt_toolkit 3.0.39-1
python-protobuf 24.3-1
python-psutil 5.9.5-1
python-ptyprocess 0.7.0-5
python-publicsuffix2 2.20191221-7
python-pure-eval 0.2.2-3
python-py 1.11.0-4
python-py3nvml 0.2.7-1
python-pyasn1 0.4.8-8
python-pyasn1-modules 0.2.8-7
python-pycodestyle 2.11.0-1
python-pycparser 2.21-5
python-pydantic 2.3.0-1
python-pydantic-core 1:2.6.3-1
python-pygdbmi 0.10.0.0-2
python-pygments 2.16.1-1
python-pyjwt 2.8.0-1
python-pylint 2.17.6-1
python-pylsqpack 0.3.17-1
python-pynacl 1.4.0-6
python-pyopenssl 23.2.0-1
python-pyparsing 3.1.1-1
python-pyperclip 1.8.2-6
python-pyproject-hooks 1.0.0-5
python-pyqt5 5.15.9-2
python-pyqt5-sip 12.12.2-1
python-pyqt5-webengine 5.15.6-2
python-pyqt6 6.5.2-1
python-pyqt6-sip 13.5.2-1
python-pyqt6-webengine 6.5.0-2
python-pyrsistent 0.19.3-3
python-pyserial 3.5-5
python-pytest 7.4.2-1
python-pytest-cov 4.1.0-1
python-pythondialog 3.5.3-2
python-pytz 2023.3.post1-1
python-pyxdg 0.28-2
python-pyzmq 25.1.1-1
python-rapidfuzz 3.2.0-1
python-referencing 0.30.2-1
python-repoze.lru 0.7-9
python-requests 2.28.2-4
python-requests-toolbelt 1.0.0-1
python-resolvelib 1.0.1-1
python-retrying 1.3.3-16
python-rfc3987 1.3.8-9
python-rich 13.5.3-1
python-routes 2.5.1-6
python-rpds-py 0.10.3-1
python-rsa 4.9-2
python-ruamel-yaml 0.17.32-1
python-ruamel.yaml.clib 0.2.7-2
python-rx 3.2.0-4
python-scikit-learn 1.3.1-1
python-scipy 1.11.3-1
python-secretstorage 3.3.3-2
python-setuptools 1:68.0.0-1
python-sgmllib3k 1.0.0-5
python-shellingham 1.5.0.post1-4
python-shiboken2 5.15.10-2
python-shtab 1.6.4-1
python-six 1.16.0-8
python-snowballstemmer 2.2.0-5
python-socketio 5.8.0-2
python-sortedcontainers 2.4.0-4
python-soupsieve 2.5-1
python-sphinx 7.2.6-1
python-sphinx-alabaster-theme 0.7.13-4
python-sphinxcontrib-applehelp 1.0.7-1
python-sphinxcontrib-devhelp 1.0.5-1
python-sphinxcontrib-htmlhelp 2.0.4-1
python-sphinxcontrib-jsmath 1.0.1-15
python-sphinxcontrib-qthelp 1.0.6-1
python-sphinxcontrib-serializinghtml 1.1.9-1
python-stack-data 0.6.3-1
python-systemd 235-2
python-tempora 5.2.2-2
python-tenacity 8.2.3-1
python-termcolor 2.3.0-1
python-texttable 1.6.7-2
python-threadpoolctl 3.2.0-1
python-toml 0.10.2-9
python-tomli 2.0.1-3
python-tomlkit 0.12.1-1
python-tornado 6.2.0-4
python-tqdm 4.66.1-2
python-traitlets 5.10.1-1
python-trove-classifiers 2023.9.19-1
python-typing_extensions 4.8.0-1
python-uc-micro-py 1.0.2-1
python-ujson 5.8.0-1
python-uritemplate 4.1.1-2
python-urllib3 1.26.15-1
python-urwid 2.1.2.r63.g3c21a42-1
python-userpath 1.9.1-1
python-validate-pyproject 0.13-1
python-virtualenv 20.24.5-1
python-waitress 2.1.2-2
python-wcwidth 0.2.8-1
python-webcolors 1.13-2
python-webencodings 0.5.1-10
python-webob 1.8.7-6
python-websocket-client 1.6.3-1
python-websockets 10.4-3
python-webtest 3.0.0-5
python-werkzeug 2.3.7-1
python-wheel 0.40.0-3
python-whichcraft 0.6.1-6
python-wrapt 1.14.1-2
python-wsproto 1.2.0-2
python-xlib 0.33-2
python-xmlsec 1.3.13-3
python-yaml 6.0.1-2
python-yarl 1.9.2-1
python-zc.lockfile 3.0.post1-2
python-zipp 3.16.2-1
python-zope-event 5.0-1
python-zope-interface 6.0-3
python-zstandard 0.21.0-2
qbittorrent 4.5.5-1
qca-qt5 2.3.7-1
qemu-audio-alsa 8.1.1-1
qemu-audio-dbus 8.1.1-1
qemu-audio-jack 8.1.1-1
qemu-audio-oss 8.1.1-1
qemu-audio-pa 8.1.1-1
qemu-audio-pipewire 8.1.1-1
qemu-audio-sdl 8.1.1-1
qemu-audio-spice 8.1.1-1
qemu-base 8.1.1-1
qemu-block-curl 8.1.1-1
qemu-block-dmg 8.1.1-1
qemu-block-nfs 8.1.1-1
qemu-block-ssh 8.1.1-1
qemu-chardev-spice 8.1.1-1
qemu-common 8.1.1-1
qemu-desktop 8.1.1-1
qemu-emulators-full 8.1.1-1
qemu-hw-display-qxl 8.1.1-1
qemu-hw-display-virtio-gpu 8.1.1-1
qemu-hw-display-virtio-gpu-gl 8.1.1-1
qemu-hw-display-virtio-gpu-pci 8.1.1-1
qemu-hw-display-virtio-gpu-pci-gl 8.1.1-1
qemu-hw-display-virtio-vga 8.1.1-1
qemu-hw-display-virtio-vga-gl 8.1.1-1
qemu-hw-s390x-virtio-gpu-ccw 8.1.1-1
qemu-hw-usb-host 8.1.1-1
qemu-hw-usb-redirect 8.1.1-1
qemu-hw-usb-smartcard 8.1.1-1
qemu-img 8.1.1-1
qemu-pr-helper 8.1.1-1
qemu-system-aarch64 8.1.1-1
qemu-system-alpha 8.1.1-1
qemu-system-alpha-firmware 8.1.1-1
qemu-system-arm 8.1.1-1
qemu-system-arm-firmware 8.1.1-1
qemu-system-avr 8.1.1-1
qemu-system-cris 8.1.1-1
qemu-system-hppa 8.1.1-1
qemu-system-hppa-firmware 8.1.1-1
qemu-system-loongarch64 8.1.1-1
qemu-system-m68k 8.1.1-1
qemu-system-microblaze 8.1.1-1
qemu-system-microblaze-firmware 8.1.1-1
qemu-system-mips 8.1.1-1
qemu-system-nios2 8.1.1-1
qemu-system-or1k 8.1.1-1
qemu-system-ppc 8.1.1-1
qemu-system-ppc-firmware 8.1.1-1
qemu-system-riscv 8.1.1-1
qemu-system-riscv-firmware 8.1.1-1
qemu-system-rx 8.1.1-1
qemu-system-s390x 8.1.1-1
qemu-system-s390x-firmware 8.1.1-1
qemu-system-sh4 8.1.1-1
qemu-system-sparc 8.1.1-1
qemu-system-sparc-firmware 8.1.1-1
qemu-system-tricore 8.1.1-1
qemu-system-x86 8.1.1-1
qemu-system-x86-firmware 8.1.1-1
qemu-system-xtensa 8.1.1-1
qemu-tools 8.1.1-1
qemu-ui-curses 8.1.1-1
qemu-ui-dbus 8.1.1-1
qemu-ui-egl-headless 8.1.1-1
qemu-ui-gtk 8.1.1-1
qemu-ui-opengl 8.1.1-1
qemu-ui-sdl 8.1.1-1
qemu-ui-spice-app 8.1.1-1
qemu-ui-spice-core 8.1.1-1
qemu-user 8.1.1-1
qemu-vhost-user-gpu 8.1.1-1
qhull 2020.2-4
qpdf 11.6.1-1
qqc2-desktop-style5 5.110.0-1
qrencode 4.1.1-2
qt5-base 5.15.10+kde+r163-1
qt5-declarative 5.15.10+kde+r31-1
qt5-doc 5.15.10-1
qt5-graphicaleffects 5.15.10-1
qt5-location 5.15.10+kde+r5-1
qt5-multimedia 5.15.10+kde+r3-1
qt5-networkauth 5.15.10-1
qt5-quickcontrols 5.15.10-1
qt5-quickcontrols2 5.15.10+kde+r6-1
qt5-script 5.15.15-1
qt5-speech 5.15.10+kde+r1-1
qt5-svg 5.15.10+kde+r8-1
qt5-tools 5.15.10+kde+r3-2
qt5-translations 5.15.10-1
qt5-wayland 5.15.10+kde+r62-1
qt5-webchannel 5.15.10+kde+r3-1
qt5-webengine 5.15.15-1
qt5-websockets 5.15.10+kde+r2-1
qt5-x11extras 5.15.10-1
qt5ct 1.7-1
qt6-5compat 6.5.3-1
qt6-base 6.5.3-1
qt6-declarative 6.5.3-1
qt6-positioning 6.5.3-1
qt6-svg 6.5.3-1
qt6-translations 6.5.3-1
qt6-webchannel 6.5.3-1
qt6-webengine 6.5.3-1
qt6ct 0.9-2
quazip-qt5 1.4-1
qutebrowser 3.0.0-1
rabbitmq 3.12.0-1
ranger 1.9.3-9
raptor 2.0.16-3
rav1e 0.6.6-1
re2 1:20230901-2
readline 8.2.001-2
recode 3.7.14-1
reflector 2023-1
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.3-1
rhythmbox 3.4.7-1
ripgrep 13.0.0-3
rnnoise 0.4.1-1
rofi 1.7.5-2
rpcsvc-proto 1.4.4-1
rsync 3.2.7-6
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.3.0-1
ruby 3.0.6-1
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4
ruby-bundledgems 3.0.6-1
ruby-bundler 2.4.20-1
ruby-cgi 0.3.6-1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-digest 3.1.1-1
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-2
ruby-etc 1.3.0-6
ruby-fcntl 1.0.1-4
ruby-fiddle 1.1.0-4
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-io-wait 0.2.3-4
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.6.3-1
ruby-logger 1.5.1-3
ruby-minitest 5.16.3-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-power_assert 2.0.3-1
ruby-psych 4.0.6-1
ruby-racc 1.6.0-3
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.6-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.6-1
ruby-stringio 3.0.2-4
ruby-test-unit 3.6.1-1
ruby-time 0.2.0-4
ruby-tmpdir 0.1.2-3
ruby-uri 0.12.1-1
rubygems 3.3.25-1
run-parts 5.5-1
runc 1.1.9-1
rustrover 232.9921.62-1
rustup 1.26.0-3
s-tui 1.1.4-6
samba 4.19.0-1
sbc 2.0-1
sdl12-compat 1.2.68-1
sdl2 2.28.3-1
sdl2_image 2.6.3-1
sdl2_ttf 2.20.2-1
seabios 1.16.2-2
seahorse 1:43.0-2
sed 4.9-3
semver 7.5.1-1
sequoia-sqv 1.1.0-1
serd 0.30.16-1
sfml 2.6.0-3
sfml1.6 1.6-7
shaderc 2023.4-2
shadow 4.14.0-4
shared-mime-info 2.2+13+ga2ffb28-1
signon-kwallet-extension 23.08.1-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
siji-git r23.c691f20-2
slang 2.3.3-2
slirp4netns 1.2.2-1
slock 1.5-1
slop 7.6-3
smartmontools 7.4-1
smbclient 4.19.0-1
snappy 1.1.9-2
socat 1.7.4.4-1
soil 1.16-5
solid5 5.110.0-1
sonnet5 5.110.0-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
source-highlight 3.1.9-11
spandsp 0.0.6-5
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.2-1
spice-gtk 0.42-3
spice-protocol 0.14.4-1
spirv-tools 2022.4-1
spotify-launcher 0.5.1-2
spotifyd 0.3.5-1
sqlite 3.43.1-1
sratom 0.6.14-1
srt 1.5.3-1
sshfs 3.7.3-1
sshpass 1.10-1
sssd 2.9.2-1
stalonetray 0.8.5-1
starship 1.16.0-1
startup-notification 0.12-8
strace 6.5-1
stress 1.0.6-1
sudo 1.9.14.p3-1
svt-av1 1.7.0-1
svt-hevc 1.5.1-2
syndication5 5.110.0-1
syntax-highlighting5 5.110.0-1
sysfsutils 2.1.1-1
systemd 254.5-1
systemd-libs 254.5-1
systemd-sysvcompat 254.5-1
t1lib 5.1.2-8
taglib 1.13.1-1
talloc 2.4.1-1
tar 1.35-1
tcl 8.6.13-1
tdb 1.4.9-1
telegram-desktop-bin 4.9.7-1
tevent 1:0.15.0-1
texinfo 7.0.3-1
texlab 5.6.0-1
texlive-basic 2023.66594-19
texlive-bibtexextra 2023.66594-19
texlive-bin 2023.66984-16
texlive-binextra 2023.66594-19
texlive-context 2023.66594-19
texlive-fontsextra 2023.66594-19
texlive-fontsrecommended 2023.66594-19
texlive-fontutils 2023.66594-19
texlive-formatsextra 2023.66594-19
texlive-games 2023.66594-19
texlive-humanities 2023.66594-19
texlive-latex 2023.66594-19
texlive-latexextra 2023.66594-19
texlive-latexrecommended 2023.66594-19
texlive-luatex 2023.66594-19
texlive-mathscience 2023.66594-19
texlive-meta 2023.66594-19
texlive-metapost 2023.66594-19
texlive-music 2023.66594-19
texlive-pictures 2023.66594-19
texlive-plaingeneric 2023.66594-19
texlive-pstricks 2023.66594-19
texlive-publishers 2023.66594-19
texlive-xetex 2023.66594-19
the_silver_searcher 2.2.0-2
thin-provisioning-tools 1.0.6-1
threadweaver5 5.110.0-1
tint2 17.0.2-3
tk 8.6.13-2
tldr 3.2.0-1
tmux 3.3_a-7
totem-pl-parser 3.26.6-2
tpm2-tss 4.0.1-1
traceroute 2.1.3-1
tracker3 3.6.0-1
tracker3-miners 3.6.1-1
trash-cli 0.23.2.13.2-2
trayer 1.1.8-3
tree 2.1.1-1
tree-sitter 0.20.10-2
tree-sitter-cli 0.20.8-4
ts-node 10.9.1-1
tslib 1.22-1
ttf-font-awesome 6.4.2-1
ttf-font-logos 1.0.1-2
ttf-icomoon-feather 1.0-2
ttf-indic-otf 0.2-11
ttf-iosevka-nerd 3.0.2-1
ttf-iosevkaterm-nerd 3.0.2-1
ttf-joypixels 8.0.0-1
ttf-liberation 2.1.5-1
ttf-ms-fonts 2.0-12
ttf-opensans 1.101-2
ttf-ubuntu-font-family 1:0.83-1
twolame 0.4.0-3
typescript 5.2.2-1
tzdata 2023c-2
uchardet 0.0.8-2
udisks2 2.10.1-2
unclutter 1:1.6-3
unibilium 2.1.1-1
unison 2.53.3-4
universal-android-debloater-bin 0.5.1-1
unixodbc 2.3.12-1
unrar 1:6.2.11-1
unzip 6.0-19
update-grub 0.0.1-8
upower 1.90.2-1
usbmuxd 1.1.1-3
usbredir 0.13.0-1
uthash 2.3.0-1
util-linux 2.39.2-1
util-linux-libs 2.39.2-1
v4l-utils 1.24.1-2
vala 0.56.13-1
valgrind 3.21.0-4
vde2 2.3.3-3
vencord-installer-bin 1.3.1-1
ventoy-bin 1.0.95-1
vid.stab 1.1.1-1
virglrenderer 0.10.4-1
virt-install 4.1.0-2
virt-manager 4.1.0-2
virtiofsd 1.8.0-1
virtualbox 7.0.10-2
virtualbox-guest-iso 7.0.10-1
virtualbox-host-modules-arch 7.0.10-19
visual-studio-code-bin 1.82.2-1
